,split0_test_rmse,split1_test_rmse,split2_test_rmse,split3_test_rmse,split4_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,split0_test_mae,split1_test_mae,split2_test_mae,split3_test_mae,split4_test_mae,mean_test_mae,std_test_mae,rank_test_mae,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_lr_all,param_reg_all,param_n_epochs
0,0.8362429113687943,0.8394409437707606,0.839614232022026,0.8386676558092181,0.8349212604829821,0.8377774006907563,0.0018679439745448328,26,0.6377191831409817,0.6410061809565571,0.6399172557061417,0.6399134212229504,0.6364997677231463,0.6390111617499554,0.0016487260980947765,26,25.177065992355345,2.996136506879944,2.9136965751647947,0.744937312132086,"{'lr_all': 0.001, 'reg_all': 0.02, 'n_epochs': 10}",0.001,0.02,10
1,0.821751120971524,0.8253523609333824,0.8256944259896621,0.8250569894354022,0.8215406328463952,0.8238791060352731,0.0018357588688357432,22,0.6259986994197405,0.6293549811092011,0.6285594292139288,0.6281945611950097,0.6253575814859943,0.6274930504847749,0.0015420362817433688,21,39.358242464065555,0.06351301795433262,2.2346456050872803,0.19987594310295215,"{'lr_all': 0.001, 'reg_all': 0.02, 'n_epochs': 20}",0.001,0.02,20
2,0.8181825927072781,0.8207552540542755,0.8217968922951522,0.8204979343057971,0.8170267899413696,0.8196518926607747,0.001765458745031052,18,0.6228788700495264,0.6256171506595585,0.6254220253823282,0.6245734492809877,0.621692160909383,0.6240367312563568,0.0015193738335000173,16,52.98718113899231,4.5589272900037425,2.3674926280975344,0.1730732880008595,"{'lr_all': 0.001, 'reg_all': 0.02, 'n_epochs': 25}",0.001,0.02,25
3,0.8353703652712777,0.8383206178814003,0.839258620632729,0.8380263197870516,0.8341007717955554,0.8370153390736028,0.0019472435980722555,25,0.6371383219907466,0.6399837264757323,0.6396326796425702,0.6392819827680271,0.6359134657762633,0.6383900353306678,0.0015861758809105778,25,21.191673040390015,0.40991308724215214,2.3786097526550294,0.2080160154138628,"{'lr_all': 0.001, 'reg_all': 0.05, 'n_epochs': 10}",0.001,0.05,10
4,0.8217533372639012,0.8246597756406602,0.8252963448934311,0.8243676357408997,0.8201548460096548,0.8232463879097093,0.0019618367293330807,21,0.6259388808203854,0.6286736410541925,0.628151125122767,0.6276307141581131,0.6241824427446687,0.6269153607800254,0.001646374658965258,20,42.410042953491214,2.6024584174540295,2.4176607608795164,0.23280406499409756,"{'lr_all': 0.001, 'reg_all': 0.05, 'n_epochs': 20}",0.001,0.05,20
5,0.818148199640794,0.821342256165273,0.8216717455224272,0.8201533159463394,0.8164167676886032,0.8195464569926874,0.001992992852709386,17,0.622831987216605,0.6260987385750405,0.6251702202512018,0.6245134514426169,0.6212894399765203,0.623980767492397,0.0017173987005310153,15,58.216735410690305,6.359413193817094,2.654632568359375,0.2708319304509924,"{'lr_all': 0.001, 'reg_all': 0.05, 'n_epochs': 25}",0.001,0.05,25
6,0.8382816960322002,0.8417281497436915,0.8424460620599034,0.8410387196279572,0.8368738435196756,0.8400736941966855,0.002132928892163454,27,0.64020446649551,0.6437675372076732,0.6430836794497616,0.6427285714554667,0.6391659778714728,0.6417900464959769,0.0017812683636968297,27,21.89896969795227,0.8573712038342652,2.493978977203369,0.19510936980616053,"{'lr_all': 0.001, 'reg_all': 0.2, 'n_epochs': 10}",0.001,0.2,10
7,0.8265540777490236,0.829676156745015,0.8301481743743269,0.8289657563463402,0.8250907037867844,0.828086973800298,0.0019428696970861636,24,0.6305735761526625,0.6337880967364502,0.633033505982633,0.6326989252107657,0.6293964792873409,0.6318981166739704,0.0016440818129381334,24,45.32709212303162,5.264441006644678,2.9572702407836915,0.5361909389407328,"{'lr_all': 0.001, 'reg_all': 0.2, 'n_epochs': 20}",0.001,0.2,20
8,0.8238149148024707,0.8268031499299608,0.8272032460600532,0.8261081246105715,0.8224031134175356,0.8252665097641183,0.0018507670085316928,23,0.6283783830353581,0.6315177453705993,0.6307368696976875,0.6303684214894635,0.6272261793753598,0.6296455197936937,0.0015923381368053002,23,51.70138959884643,2.9690539861501595,2.39776611328125,0.2664719852216353,"{'lr_all': 0.001, 'reg_all': 0.2, 'n_epochs': 25}",0.001,0.2,25
9,0.795228900557056,0.7979285446812067,0.7981787415622126,0.7978772958449974,0.7946075435837903,0.7967642052458526,0.0015234119603690192,9,0.6040285300516814,0.606980507533625,0.6061373324498848,0.6060257262348341,0.603532604340771,0.6053409401221592,0.0013254321972740245,9,20.185492181777953,0.6090632943526717,2.3354124069213866,0.19948550993159098,"{'lr_all': 0.005, 'reg_all': 0.02, 'n_epochs': 10}",0.005,0.02,10
10,0.775875167260162,0.7789646720428895,0.7805402777156207,0.777675912355993,0.7745693400473418,0.7775250738844014,0.0021281543003495943,5,0.5872901608312519,0.5904725263860905,0.589852854980934,0.5881491810311626,0.5863034894546585,0.5884136425368195,0.0015553284042256808,5,39.418733310699466,0.2010282242481802,2.315257930755615,0.21473814351983742,"{'lr_all': 0.005, 'reg_all': 0.02, 'n_epochs': 20}",0.005,0.02,20
11,0.7759715719350113,0.7784222393771946,0.7795986612167369,0.7779666018133311,0.7776859938199513,0.777929013632445,0.001176694029089509,6,0.5873266115017532,0.5890606829397289,0.5895610023384542,0.5883992217267664,0.5888892899364736,0.5886473616886353,0.0007576354621497717,6,54.20112409591675,2.345673005153534,2.524116039276123,0.23221388172614663,"{'lr_all': 0.005, 'reg_all': 0.02, 'n_epochs': 25}",0.005,0.02,25
12,0.8030957478839782,0.8061160090020874,0.8053974622418549,0.8055384961186565,0.8026321934005266,0.8045559817294208,0.0014099896089752293,10,0.6110641595863894,0.6142130050735978,0.6124892016520003,0.6131031426499081,0.6108082314694969,0.6123355480862785,0.001271753147206963,10,21.847119998931884,1.2092209576318014,2.5540470123291015,0.2554600412807776,"{'lr_all': 0.005, 'reg_all': 0.05, 'n_epochs': 10}",0.005,0.05,10
13,0.7778256213334062,0.7804170624130641,0.7806930342157902,0.7803250681442404,0.7781266686283381,0.7794774909469678,0.0012354854301313723,7,0.5901342070861483,0.5927208494195837,0.5921204633064161,0.5921561222736784,0.5904823695333933,0.591522802323844,0.001020226129654985,7,39.431946420669554,0.11098004398325331,2.3585445880889893,0.14131387157750114,"{'lr_all': 0.005, 'reg_all': 0.05, 'n_epochs': 20}",0.005,0.05,20
14,0.7708842137251177,0.7728825773522918,0.7744753489224168,0.7735515809206386,0.7706221477912306,0.7724831737423392,0.0015026556370489146,4,0.5845723698989587,0.5865921151375093,0.5868798126866391,0.5864516392609564,0.5844383358810793,0.5857868545730286,0.0010562590953175862,4,51.51575484275818,3.568535013817523,2.368169593811035,0.27011168376245076,"{'lr_all': 0.005, 'reg_all': 0.05, 'n_epochs': 25}",0.005,0.05,25
15,0.8186644470036143,0.8217705926214652,0.8218216575312037,0.82097220556849,0.817644097205981,0.8201745999861508,0.0017076400126949229,19,0.6248180934757018,0.6282191426841396,0.6272077619030394,0.6269254681517166,0.6241745383325605,0.6262690009094316,0.0015236259548812912,18,19.853753805160522,0.25160592654399955,2.2890952110290526,0.20609741913304802,"{'lr_all': 0.005, 'reg_all': 0.2, 'n_epochs': 10}",0.005,0.2,10
16,0.8156975456818722,0.8189187110168311,0.81866208859481,0.8179187428121838,0.8147483316770746,0.8171890839565543,0.0016658759012717665,14,0.6224323783692394,0.626041451938793,0.6247305463092959,0.6244792721249156,0.6219370948640679,0.6239241487212623,0.0015241505039071282,14,39.90104398727417,0.4276306575496999,2.29648756980896,0.20586388964880548,"{'lr_all': 0.005, 'reg_all': 0.2, 'n_epochs': 20}",0.005,0.2,20
17,0.8150901681146703,0.8183807234532944,0.8181519545668426,0.8174210641150378,0.8142276119277249,0.8166543044355141,0.0016820676505128072,13,0.6219605860067794,0.6256356958182371,0.6243147294182364,0.6240933131217591,0.6215492936198243,0.6235107235969672,0.0015330673148918742,13,49.388372325897215,0.40796547676335654,2.289194393157959,0.19024536433909575,"{'lr_all': 0.005, 'reg_all': 0.2, 'n_epochs': 25}",0.005,0.2,25
18,0.7872204097017701,0.7888966727339844,0.7919881317213151,0.7909058201446192,0.7886927225883756,0.7895407513780129,0.0016953500467220596,8,0.5963282767283864,0.5986597755250508,0.600320426026496,0.5993506760729569,0.597748457410022,0.5984815223525823,0.00136693964996259,8,20.311934757232667,0.34073842428069084,2.3802191734313967,0.29079909128697046,"{'lr_all': 0.02, 'reg_all': 0.02, 'n_epochs': 10}",0.02,0.02,10
19,0.8046182260800384,0.8079897628956838,0.8088797921438101,0.8095895032249907,0.8068568746401535,0.8075868317969354,0.0017430002943664982,11,0.6107828496631049,0.6134079364039493,0.6133131064075469,0.6135323520951317,0.6121543240504063,0.6126381137240278,0.001051091007452279,11,40.9834541797638,1.536546050397952,2.306235933303833,0.20013575552260904,"{'lr_all': 0.02, 'reg_all': 0.02, 'n_epochs': 20}",0.02,0.02,20
20,0.8109769701766587,0.813320694324868,0.8119651815592238,0.811974989184169,0.8117902267387321,0.8120056123967304,0.0007531943587240253,12,0.6152652126688226,0.6172318650901685,0.6158588227422801,0.6164621135626414,0.6158230481236019,0.6161282124375029,0.0006693285898895431,12,51.43119115829468,2.5312121000757415,2.3241628646850585,0.1778056904073532,"{'lr_all': 0.02, 'reg_all': 0.02, 'n_epochs': 25}",0.02,0.02,25
21,0.7660423996168275,0.768644712274756,0.7696131408216565,0.7690959753282731,0.7665162154049254,0.7679824886892878,0.0014318744290378591,3,0.5821038887678817,0.5847188303820716,0.5843897139865935,0.5842797234124727,0.582799340796413,0.5836582994690864,0.0010197905040361661,3,22.059905004501342,2.0001458212367207,2.718878746032715,0.33177309421743456,"{'lr_all': 0.02, 'reg_all': 0.05, 'n_epochs': 10}",0.02,0.05,10
22,0.7615785565803196,0.7654699496189868,0.7664850528367554,0.7664891227390569,0.7635233435778146,0.7647092050705867,0.0019030345195350852,1,0.577964291818954,0.5812927991411612,0.5812066078124096,0.5812608441621899,0.5797638022784006,0.5802976690426231,0.001301831241065363,1,41.56088976860046,2.423203037174363,2.5622294425964354,0.3497562639290447,"{'lr_all': 0.02, 'reg_all': 0.05, 'n_epochs': 20}",0.02,0.05,20
23,0.7630791982692737,0.7663290986347747,0.7667747992096983,0.7665703337770723,0.7647030376862192,0.7654912935154077,0.0014108992097438342,2,0.5787891166272138,0.5819474029663082,0.581180475195767,0.5812830091667516,0.5801504905588094,0.58067009890297,0.001102337133090296,2,49.179430198669436,0.04735073034357926,2.2835097312927246,0.20249080895331034,"{'lr_all': 0.02, 'reg_all': 0.05, 'n_epochs': 25}",0.02,0.05,25
24,0.8193785256063337,0.8228804330017239,0.8228143584117048,0.8222357477604854,0.8190344772005065,0.8212687083961508,0.0017021419048642925,20,0.626359598519125,0.6302208026152923,0.6290105840949244,0.6290312121258126,0.6266770986883846,0.6282598592087079,0.0014913077331259053,22,19.850031566619872,0.3096640840136746,2.2821593284606934,0.20769774055442214,"{'lr_all': 0.02, 'reg_all': 0.2, 'n_epochs': 10}",0.02,0.2,10
25,0.8175732796942686,0.8212530543714589,0.8210534531037591,0.8203752392217022,0.8170677287328633,0.8194645510248104,0.0017818176884475238,16,0.6249581843427632,0.6288950440756058,0.6275693230661282,0.6275102595805072,0.6251084564341496,0.6268082534998308,0.0015322402082980067,19,39.50231857299805,0.20587280385405743,2.2849528789520264,0.2017953025537228,"{'lr_all': 0.02, 'reg_all': 0.2, 'n_epochs': 20}",0.02,0.2,20
26,0.8160366768520106,0.8202184364988307,0.819644907426546,0.8189908237560491,0.8161801483265336,0.8182141985719941,0.0017632926820258675,15,0.6237665774787507,0.628066077157814,0.6264473172412863,0.6263943116978035,0.6243982573432195,0.6258145081837748,0.0015495785800635324,17,49.254206037521364,0.1659744018037771,2.2763091564178466,0.20736716114765905,"{'lr_all': 0.02, 'reg_all': 0.2, 'n_epochs': 25}",0.02,0.2,25
