,user_id,movieID,rating
0,666,42,3.3645421228777277
1,666,42,3.3645421228777277
2,666,42,3.3645421228777277
3,666,42,3.3645421228777277
4,666,42,3.3645421228777277
5,666,42,3.3645421228777277
6,666,42,3.3645421228777277
7,666,42,3.3645421228777277
8,666,42,3.3645421228777277
9,666,42,3.3645421228777277
10,666,42,3.3645421228777277
11,666,42,3.3645421228777277
12,666,42,3.3645421228777277
13,666,42,3.3645421228777277
14,666,42,3.3645421228777277
15,666,42,3.3645421228777277
16,666,42,3.3645421228777277
17,666,42,3.3645421228777277
18,666,42,3.3645421228777277
19,666,42,3.3645421228777277
20,666,42,3.3645421228777277
21,666,42,3.3645421228777277
22,666,42,3.3645421228777277
23,666,42,3.3645421228777277
24,666,42,3.3645421228777277
25,666,42,3.3645421228777277
26,666,42,3.3645421228777277
27,666,42,3.3645421228777277
28,666,42,3.3645421228777277
29,666,42,3.3645421228777277
30,666,42,3.3645421228777277
31,666,42,3.3645421228777277
32,666,42,3.3645421228777277
33,666,42,3.3645421228777277
34,666,42,3.3645421228777277
35,666,42,3.3645421228777277
36,666,42,3.3645421228777277
37,666,42,3.3645421228777277
38,666,42,3.3645421228777277
39,666,42,3.3645421228777277
40,666,42,3.3645421228777277
41,666,42,3.3645421228777277
42,666,42,3.3645421228777277
43,666,42,3.3645421228777277
44,666,42,3.3645421228777277
45,666,42,3.3645421228777277
46,666,42,3.3645421228777277
47,666,42,3.3645421228777277
48,666,42,3.3645421228777277
49,666,42,3.3645421228777277
